-1.0E-4	0.0071518463
-9.899497E-5	0.0070568593
-9.798995E-5	0.007001989
-9.698492E-5	0.006987235
-9.59799E-5	0.0069422806
-9.497487E-5	0.006910386
-9.3969844E-5	0.0068993014
-9.296482E-5	0.0069090263
-9.1959795E-5	0.006939561
-9.0954774E-5	0.0069909054
-8.9949746E-5	0.0070630596
-8.894472E-5	0.0071560238
-8.79397E-5	0.007269797
-8.693467E-5	0.007404381
-8.592965E-5	0.007559773
-8.492462E-5	0.0077359765
-8.39196E-5	0.007932988
-8.291457E-5	0.008150811
-8.1909544E-5	0.00832065
-8.090452E-5	0.0084916735
-7.9899495E-5	0.008740847
-7.8894474E-5	0.009068166
-7.788945E-5	0.009473636
-7.688442E-5	0.009957255
-7.587939E-5	0.010519022
-7.487437E-5	0.011158934
-7.386935E-5	0.011876993
-7.286432E-5	0.012673205
-7.185929E-5	0.013547566
-7.0854265E-5	0.014500076
-6.9849244E-5	0.015530727
-6.884422E-5	0.016639525
-6.7839195E-5	0.017826479
-6.683417E-5	0.019091584
-6.582914E-5	0.020434836
-6.482412E-5	0.021868387
-6.38191E-5	0.02338228
-6.281407E-5	0.024967643
-6.180904E-5	0.026624467
-6.080402E-5	0.028338157
-5.9798993E-5	0.03013832
-5.879397E-5	0.032056097
-5.7788944E-5	0.0340915
-5.678392E-5	0.03624452
-5.577889E-5	0.038515173
-5.4773867E-5	0.040903438
-5.3768843E-5	0.043409325
-5.276382E-5	0.04603283
-5.175879E-5	0.04877397
-5.075377E-5	0.051632714
-4.974874E-5	0.054609098
-4.8743717E-5	0.057703093
-4.7738693E-5	0.061358787
-4.6733665E-5	0.06526773
-4.572864E-5	0.06938865
-4.4723616E-5	0.073721565
-4.371859E-5	0.07826647
-4.271357E-5	0.083023354
-4.170854E-5	0.08799228
-4.0703515E-5	0.09317317
-3.9698494E-5	0.09856603
-3.869347E-5	0.1041709
-3.768844E-5	0.109987795
-3.6683414E-5	0.11601668
-3.5678393E-5	0.12225751
-3.4673365E-5	0.12871039
-3.3668337E-5	0.13537525
-3.2663316E-5	0.14225206
-3.165829E-5	0.14922579
-3.0653267E-5	0.1563394
-2.964824E-5	0.16362864
-2.8643211E-5	0.17109342
-2.763819E-5	0.17873369
-2.663317E-5	0.1870298
-2.5628142E-5	0.19579527
-2.4623114E-5	0.2049947
-2.3618093E-5	0.21437424
-2.2613065E-5	0.22393407
-2.1608044E-5	0.233674
-2.0603009E-5	0.24359429
-1.9597988E-5	0.25369462
-1.8592968E-5	0.26397514
-1.758794E-5	0.27454546
-1.6582911E-5	0.28538343
-1.557789E-5	0.29639715
-1.4572863E-5	0.30758676
-1.3567842E-5	0.3189521
-1.2562814E-5	0.33049336
-1.1557786E-5	0.34221044
-1.0552765E-5	0.35410327
-9.547737E-6	0.366172
-8.542716E-6	0.37841645
-7.5376884E-6	0.39083683
-6.5326603E-6	0.40343302
-5.5276396E-6	0.41620496
-4.522619E-6	0.4291527
-3.5175835E-6	0.44227648
-2.5125628E-6	0.45557585
-1.507542E-6	0.46869245
-5.02514E-7	0.48157614
5.02514E-7	0.49441847
1.5075348E-6	0.5072193
2.5125628E-6	0.5199789
3.5175908E-6	0.5326971
4.5226116E-6	0.5453738
5.5276396E-6	0.55800927
6.5326676E-6	0.5706034
7.5376884E-6	0.583156
8.542716E-6	0.5956778
9.547737E-6	0.60812104
1.0552765E-5	0.6204634
1.1557793E-5	0.63270485
1.2562814E-5	0.6448453
1.3567842E-5	0.65688497
1.4572855E-5	0.66882354
1.557789E-5	0.6806614
1.6582919E-5	0.6923983
1.7587932E-5	0.7040341
1.8592968E-5	0.71556926
1.9597996E-5	0.7270034
2.0603009E-5	0.7383365
2.1608044E-5	0.7495689
2.2613058E-5	0.7607001
2.3618086E-5	0.77036643
2.4623114E-5	0.7797592
2.5628142E-5	0.7889252
2.663317E-5	0.79786426
2.7638183E-5	0.80657643
2.8643211E-5	0.8150618
2.964824E-5	0.8233204
3.0653267E-5	0.8313521
3.1658295E-5	0.839157
3.2663324E-5	0.84673506
3.3668337E-5	0.8540861
3.4673365E-5	0.86121047
3.5678393E-5	0.868108
3.668342E-5	0.8747786
3.768845E-5	0.8812224
3.8693463E-5	0.8874393
3.969849E-5	0.89342946
4.070352E-5	0.89919275
4.1708547E-5	0.9047198
4.2713575E-5	0.9098837
4.3718588E-5	0.9148103
4.4723616E-5	0.91949993
4.5728644E-5	0.9239525
4.6733658E-5	0.92818457
4.77387E-5	0.9322751
4.8743714E-5	0.93622655
4.974874E-5	0.94003904
5.075377E-5	0.94371253
5.1758783E-5	0.9472469
5.276381E-5	0.95064235
5.3768854E-5	0.95389885
